date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-08-23,7.15,7.17,7.08,7.07,67012.0,-0.05,-0.7,7.18,7.183,7.203,90570.8,98284.41,124144.89,1.12
2017-08-22,7.21,7.22,7.13,7.12,68975.02,-0.08,-1.11,7.22,7.199,7.209,100419.8,99949.61,125780.36,1.15
2017-08-21,7.2,7.23,7.21,7.15,81435.96,0.02,0.28,7.23,7.218,7.21,103618.6,106839.17,127465.05,1.36
2017-08-18,7.28,7.28,7.19,7.16,107280.32,-0.1,-1.37,7.228,7.222,7.212,103358.0,109674.07,130263.93,1.79
2017-08-17,7.28,7.36,7.29,7.26,128150.68,0.01,0.14,7.21,7.231,7.209,109481.02,125919.96,130057.13,2.14
2017-08-16,7.18,7.32,7.28,7.15,116257.02,0.1,1.39,7.186,7.215,7.205,105998.02,121981.96,132339.1,1.94
2017-08-15,7.2,7.25,7.18,7.16,84969.0,-0.02,-0.28,7.178,7.202,7.192,99479.42,127179.16,133307.9,1.42
2017-08-14,7.11,7.21,7.2,7.1,80133.0,0.1,1.41,7.206,7.219,7.182,110059.74,146958.6,136445.94,1.34
2017-08-11,7.12,7.31,7.1,7.06,137895.42,-0.07,-0.98,7.216,7.209,7.169,115990.14,153900.7,147968.84,2.3
2017-08-10,7.25,7.34,7.17,7.12,110735.64,-0.07,-0.97,7.252,7.218,7.202,142358.9,149113.1,151928.92,1.85
2017-08-09,7.3,7.31,7.24,7.22,83664.03,-0.08,-1.09,7.244,7.223,7.224,137965.91,150005.38,154126.99,1.39
2017-08-08,7.25,7.33,7.32,7.16,137870.62,0.07,0.97,7.226,7.219,7.251,154878.9,151611.12,157788.39,2.3
2017-08-07,7.26,7.28,7.25,7.14,109785.0,-0.03,-0.41,7.232,7.201,7.276,183857.46,148090.94,160434.16,1.83
2017-08-04,7.15,7.45,7.28,7.15,269739.19,0.15,2.1,7.202,7.201,7.304,191811.26,150853.78,168580.96,4.5
2017-08-03,7.11,7.21,7.13,7.08,88770.7,-0.02,-0.28,7.184,7.187,7.343,155867.31,134194.3,168780.19,1.48
2017-08-02,7.25,7.32,7.15,7.15,168229.0,-0.2,-2.72,7.202,7.195,7.396,162044.85,142696.23,184385.33,2.8
2017-08-01,7.12,7.7,7.35,7.07,282763.41,0.25,3.52,7.212,7.182,7.437,148343.34,139436.63,191710.7,4.71
2017-07-31,7.19,7.24,7.1,7.04,149554.02,-0.09,-1.25,7.17,7.145,7.463,112324.42,125933.28,194583.47,2.49
2017-07-28,7.22,7.3,7.19,7.18,90019.42,-0.03,-0.42,7.2,7.129,7.49,109896.3,142036.98,195529.46,1.5
2017-07-27,7.15,7.27,7.22,7.11,119658.42,0.02,0.28,7.19,7.186,7.508,112521.3,154744.74,200112.19,1.99
2017-07-26,7.21,7.29,7.2,7.11,99721.42,0.06,0.84,7.188,7.225,7.534,123347.61,158248.6,203675.07,1.66
2017-07-25,7.26,7.27,7.14,7.11,102668.82,-0.11,-1.52,7.152,7.283,7.559,130529.93,163965.66,211298.65,1.71
2017-07-24,7.19,7.29,7.25,7.05,137413.42,0.11,1.54,7.12,7.351,7.598,139542.15,172777.37,226310.7,2.29
2017-07-21,7.2,7.25,7.14,7.11,103144.41,-0.07,-0.97,7.058,7.406,7.63,174177.66,186308.13,240949.75,1.72
2017-07-20,7.0,7.3,7.21,6.98,173790.0,0.19,2.71,7.182,7.499,7.671,196968.18,203366.07,265989.01,2.9
2017-07-19,6.91,7.04,7.02,6.82,135633.0,0.04,0.57,7.262,7.596,7.692,193149.58,226074.43,294039.67,2.26
2017-07-18,6.8,7.04,6.98,6.73,147729.91,0.04,0.58,7.414,7.692,7.731,197401.38,243984.77,300855.88,2.46
2017-07-17,7.67,7.68,6.94,6.94,310591.0,-0.77,-9.99,7.582,7.78,7.736,206012.6,263233.66,301397.56,5.18
2017-07-14,7.61,7.85,7.76,7.51,217097.0,0.15,1.97,7.754,7.85,7.748,198438.6,249021.94,299030.57,3.62
2017-07-13,7.75,7.77,7.61,7.55,154697.0,-0.17,-2.19,7.816,7.83,7.701,209763.96,245479.64,293969.87,2.58
2017-07-12,7.81,7.89,7.78,7.6,156892.0,-0.04,-0.51,7.93,7.843,7.657,258999.27,249101.55,292163.52,2.61
2017-07-11,7.79,7.95,7.82,7.65,190786.0,0.02,0.26,7.97,7.835,7.6,290568.16,258631.65,288998.74,3.18
2017-07-10,8.0,8.17,7.8,7.8,272721.0,-0.27,-3.35,7.978,7.844,7.538,320454.71,279844.02,282965.69,4.54
2017-07-07,8.1,8.24,8.07,8.02,273723.81,-0.11,-1.34,7.946,7.853,7.471,299605.29,295591.38,273895.34,4.56
2017-07-06,7.94,8.2,8.18,7.86,400873.53,0.2,2.51,7.844,7.843,7.401,281195.33,328611.95,266664.55,6.68
2017-07-05,7.75,8.0,7.98,7.71,314736.47,0.12,1.53,7.756,7.788,7.323,239203.82,362004.92,250672.73,5.25
2017-07-04,7.6,7.96,7.86,7.58,340218.75,0.22,2.88,7.7,7.769,7.256,226695.13,357726.98,239369.32,5.67
2017-07-03,7.56,7.64,7.64,7.41,168473.88,0.08,1.06,7.71,7.691,7.188,239233.33,339561.46,225467.83,2.81
2017-06-30,7.67,7.72,7.56,7.51,181674.0,-0.18,-2.33,7.76,7.645,7.129,291577.47,349039.2,220001.74,3.03
2017-06-29,7.69,7.77,7.74,7.62,190916.02,0.04,0.52,7.842,7.571,7.069,376028.58,342460.1,214423.6,3.31
2017-06-28,7.81,7.82,7.7,7.63,252193.0,-0.21,-2.65,7.82,7.47,6.996,484806.01,335225.5,209472.53,4.37
2017-06-27,7.77,8.16,7.91,7.72,402909.75,0.02,0.25,7.838,7.364,6.94,488758.84,319365.84,201486.28,6.98
2017-06-26,7.69,7.92,7.89,7.53,430194.56,-0.08,-1.0,7.672,7.232,6.877,439889.58,286087.37,184383.59,7.46
2017-06-23,7.52,8.39,7.97,7.52,603929.56,0.34,4.46,7.53,7.088,6.816,406500.94,252199.31,167818.3,10.47
2017-06-22,7.78,8.08,7.63,7.57,734803.19,-0.16,-2.05,7.3,6.959,6.748,308891.62,204717.16,142415.22,12.74
2017-06-21,7.5,7.79,7.79,7.5,271957.12,0.71,10.03,7.12,6.858,6.698,185644.99,139340.54,111750.77,4.71
2017-06-20,7.17,7.28,7.08,7.05,158563.48,-0.1,-1.39,6.89,6.743,6.66,149972.84,121011.66,101823.21,2.75
2017-06-19,6.78,7.33,7.18,6.78,263251.34,0.36,5.28,6.792,6.685,6.663,132285.15,111374.21,97231.69,4.56
2017-06-16,6.75,6.88,6.82,6.66,115882.95,0.09,1.34,6.646,6.612,6.664,97897.68,90964.28,89152.43,2.01
2017-06-15,6.61,6.83,6.73,6.61,118570.05,0.09,1.35,6.618,6.566,6.687,100542.69,86387.1,91006.1,2.05
2017-06-14,6.57,6.69,6.64,6.51,93596.4,0.05,0.76,6.596,6.521,6.711,93036.08,83719.56,91463.1,1.62
2017-06-13,6.4,6.6,6.59,6.4,70125.0,0.14,2.17,6.596,6.515,6.73,92050.47,83606.72,90580.03,1.22
2017-06-12,6.59,6.62,6.45,6.45,91314.0,-0.23,-3.44,6.578,6.521,6.755,90463.27,82679.82,90907.58,1.58
2017-06-09,6.6,6.77,6.68,6.46,129108.02,0.06,0.91,6.578,6.543,6.787,84030.88,83437.29,92046.38,2.24
2017-06-08,6.61,6.69,6.62,6.58,81037.0,-0.02,-0.3,6.514,6.537,6.804,72231.5,80113.28,91273.5,1.4
2017-06-07,6.5,6.66,6.64,6.46,88668.35,0.14,2.15,6.446,6.538,6.836,74403.03,84161.0,92190.67,1.54
2017-06-06,6.45,6.57,6.5,6.41,62189.0,0.05,0.78,6.434,6.577,6.861,75162.96,82634.77,93254.81,1.08
2017-06-05,6.38,6.51,6.45,6.35,59152.02,0.09,1.42,6.464,6.64,6.896,74896.36,83089.17,98534.46,1.03
2017-06-02,6.25,6.41,6.36,6.15,70111.15,0.08,1.27,6.508,6.715,6.956,82843.69,87340.59,103198.41,1.22
2017-06-01,6.57,6.58,6.28,6.2,91894.65,-0.3,-4.56,6.56,6.808,7.031,87995.06,95625.1,110433.52,1.59
2017-05-31,6.78,6.83,6.58,6.53,92468.0,-0.07,-1.05,6.63,6.9,7.103,93918.97,99206.63,113558.81,1.6
2017-05-26,6.65,6.7,6.65,6.6,60856.0,-0.02,-0.3,6.72,6.945,7.153,90106.57,97553.33,115262.6,1.05
2017-05-25,6.63,6.72,6.67,6.38,98888.67,0.05,0.76,6.816,6.989,7.194,91281.98,99135.33,125620.14,1.71
2017-05-24,6.6,6.65,6.62,6.3,95868.0,-0.01,-0.15,6.922,7.031,7.241,91837.48,100655.47,128692.21,1.66
2017-05-23,7.01,7.03,6.63,6.58,121514.17,-0.4,-5.69,7.056,7.071,7.289,103255.13,102433.72,132421.75,2.11
2017-05-22,7.17,7.26,7.03,7.02,73406.0,-0.1,-1.4,7.17,7.133,7.338,104494.3,100220.35,139665.97,1.27
2017-05-19,7.22,7.24,7.13,7.08,66733.04,-0.07,-0.97,7.17,7.145,7.408,105000.1,103874.85,144532.38,1.16
2017-05-18,7.2,7.33,7.2,7.15,101666.21,-0.09,-1.24,7.162,7.152,7.468,106988.69,113979.74,150337.68,1.76
2017-05-17,7.22,7.51,7.29,7.17,152956.22,0.09,1.25,7.14,7.197,7.529,109473.45,119056.23,157422.88,2.65
2017-05-16,7.0,7.22,7.2,6.86,127710.02,0.17,2.42,7.086,7.253,7.601,101612.3,125241.94,161577.3,2.21
2017-05-15,7.13,7.2,7.03,7.02,75935.0,-0.06,-0.85,7.096,7.305,7.682,95946.39,127910.99,173137.97,1.32
2017-05-12,7.08,7.15,7.09,7.02,76676.0,0.0,0.0,7.12,7.36,7.809,102749.59,132971.86,187970.26,1.33
2017-05-11,7.0,7.09,7.09,6.81,114090.0,0.07,1.0,7.142,7.399,7.93,120970.79,152104.95,204308.86,1.98
2017-05-10,7.25,7.32,7.02,6.98,113650.49,-0.23,-3.17,7.254,7.45,8.058,128639.01,156728.95,228572.88,1.97
2017-05-09,7.13,7.29,7.25,7.07,99380.47,0.1,1.4,7.42,7.507,8.216,148871.57,162409.79,274066.67,1.72
2017-05-08,7.23,7.38,7.15,7.12,109951.0,-0.05,-0.69,7.514,7.542,8.35,159875.59,179111.59,312779.65,1.91
2017-05-05,7.6,7.72,7.2,7.16,167782.0,-0.45,-5.88,7.6,7.671,8.457,163194.12,185189.92,340747.35,2.91
2017-05-04,7.78,7.87,7.65,7.62,152431.09,-0.2,-2.55,7.656,7.783,8.54,183239.12,186695.62,350682.97,2.64
2017-05-03,7.72,7.94,7.85,7.62,214813.31,0.13,1.68,7.646,7.861,8.608,184818.89,195789.54,358832.09,3.72
2017-05-02,7.54,7.78,7.72,7.5,154400.55,0.14,1.85,7.594,7.948,8.648,175948.0,197912.67,363147.4,2.68
2017-04-28,7.4,7.6,7.58,7.37,126543.67,0.1,1.34,7.57,8.058,8.692,198347.59,218364.95,375077.85,2.19
2017-04-27,7.52,7.6,7.48,7.0,268006.97,-0.12,-1.58,7.742,8.258,8.763,207185.72,242968.65,396357.09,4.64
2017-04-26,7.6,7.68,7.6,7.42,160329.95,0.01,0.13,7.91,8.46,8.837,190152.12,256512.76,401636.92,2.78
2017-04-25,7.54,7.8,7.59,7.54,170458.84,-0.01,-0.13,8.076,8.666,8.914,206760.19,300416.81,435576.6,2.95
2017-04-24,8.34,8.38,7.6,7.6,266398.53,-0.84,-9.95,8.302,8.924,8.978,219877.34,385723.55,458259.54,4.62
2017-04-21,8.32,8.52,8.44,8.21,170734.3,0.12,1.44,8.546,9.158,9.007,238382.31,446447.72,453479.4,2.96
2017-04-20,8.42,8.57,8.32,8.12,182839.0,-0.11,-1.3,8.774,9.242,9.0,278751.59,496304.78,451990.34,3.17
2017-04-19,8.65,8.65,8.43,8.21,243370.28,-0.29,-3.33,9.01,9.297,9.006,322873.39,514670.32,452776.47,4.22
2017-04-18,8.82,8.99,8.72,8.65,236044.59,-0.1,-1.13,9.256,9.354,9.002,394073.44,521874.64,447362.93,4.09
2017-04-17,9.38,9.39,8.82,8.66,358923.38,-0.76,-7.93,9.546,9.347,8.981,551569.76,528382.14,446158.11,6.22
2017-04-14,9.55,9.85,9.58,9.4,372580.69,0.08,0.84,9.77,9.326,8.958,654513.12,531790.74,439126.44,6.46
2017-04-13,9.63,9.86,9.5,9.41,403448.03,-0.16,-1.66,9.71,9.268,8.888,713857.97,549745.53,425821.7,6.99
2017-04-12,10.0,10.3,9.66,9.61,599370.5,-0.51,-5.01,9.584,9.214,8.823,706467.25,546761.09,411758.16,10.39
2017-04-11,9.75,10.48,10.17,9.6,1023526.19,0.23,2.31,9.452,9.162,8.75,649675.84,570736.39,390631.24,17.74
2017-04-10,9.3,10.18,9.94,9.21,873640.19,0.66,7.11,9.148,9.032,8.648,505194.52,530795.54,352104.12,15.14
2017-04-07,8.9,9.76,9.28,8.81,669304.94,0.41,4.62,8.882,8.856,8.566,409068.36,460511.09,317396.46,11.6
2017-04-06,9.01,9.25,8.87,8.85,366494.41,-0.13,-1.44,8.826,8.757,8.523,385633.09,407675.89,295391.59,6.35
2017-04-05,8.6,9.0,9.0,8.51,315413.47,0.35,4.05,8.844,8.715,8.495,387054.92,390882.62,284356.64,5.47
2017-03-31,8.56,8.9,8.65,8.56,301119.59,0.04,0.47,8.872,8.65,8.462,491796.93,372851.23,276405.94,5.22
2017-03-30,8.84,8.95,8.61,8.6,393009.41,-0.39,-4.33,8.916,8.614,8.442,556396.56,363934.07,275663.23,6.81
2017-03-29,8.92,9.4,9.0,8.9,552128.56,0.04,0.45,8.83,8.589,8.436,511953.81,346462.13,273875.71,9.57
2017-03-28,9.03,9.08,8.96,8.85,373603.59,-0.18,-1.97,8.688,8.508,8.428,429718.7,301897.88,267238.82,6.48
2017-03-27,8.88,9.48,9.14,8.8,839123.5,0.27,3.04,8.586,8.431,8.416,394710.31,276755.24,262781.79,14.54
2017-03-24,8.17,9.0,8.87,8.13,624117.75,0.69,8.44,8.428,8.338,8.387,253905.52,210526.09,232582.48,10.82
2017-03-23,8.29,8.32,8.18,8.03,170795.64,-0.11,-1.33,8.312,8.263,8.377,171471.59,173412.69,214816.46,2.96
2017-03-22,8.4,8.44,8.29,8.25,140953.0,-0.16,-1.89,8.348,8.276,8.403,180970.46,174281.83,221460.1,2.44
2017-03-21,8.38,8.52,8.45,8.33,198561.64,0.1,1.2,8.328,8.288,8.425,174077.06,183107.28,234119.59,3.44
2017-03-20,8.27,8.41,8.35,8.26,135099.59,0.06,0.72,8.276,8.275,8.449,158800.17,177830.66,250642.17,2.34
2017-03-17,8.35,8.45,8.29,8.26,211948.06,-0.07,-0.84,8.248,8.274,8.482,167146.65,179960.66,286011.62,3.67
2017-03-16,8.19,8.5,8.36,8.18,218290.0,0.17,2.08,8.214,8.27,8.525,175353.8,187392.39,336018.53,3.78
2017-03-15,8.19,8.24,8.19,8.15,106486.0,0.0,0.0,8.204,8.283,8.547,167593.2,201289.29,350916.83,1.85
2017-03-14,8.21,8.27,8.19,8.13,122177.2,-0.02,-0.24,8.248,8.347,8.576,192137.5,232579.76,377402.91,2.12
2017-03-13,8.12,8.28,8.21,8.05,176832.0,0.09,1.11,8.274,8.401,8.619,196861.15,248808.33,412444.12,3.06
2017-03-10,8.3,8.35,8.12,8.08,252983.8,-0.19,-2.29,8.3,8.435,8.656,192774.67,254638.88,440460.74,4.38
2017-03-09,8.38,8.44,8.31,8.3,179487.0,-0.1,-1.19,8.326,8.49,8.699,199430.98,256220.22,487626.39,3.11
2017-03-08,8.35,8.54,8.41,8.3,229207.52,0.09,1.08,8.362,8.53,8.753,234985.37,268638.38,564371.41,3.97
2017-03-07,8.3,8.38,8.32,8.27,145795.45,-0.02,-0.24,8.446,8.562,8.774,273022.02,285131.91,597292.42,2.53
2017-03-06,8.29,8.4,8.34,8.21,156399.59,0.09,1.09,8.528,8.623,8.759,300755.51,323453.68,635253.63,2.71
2017-03-03,8.41,8.45,8.25,8.24,286265.34,-0.24,-2.83,8.57,8.689,8.727,316503.08,392062.58,638822.88,4.96
2017-03-02,8.85,8.91,8.49,8.41,357258.97,-0.34,-3.85,8.654,8.779,8.664,313009.46,484644.67,625715.01,6.19
2017-03-01,8.71,8.96,8.83,8.64,419390.75,0.1,1.15,8.698,8.81,8.591,302291.38,500544.38,607852.66,7.27
2017-02-28,8.55,8.76,8.73,8.51,284462.91,0.18,2.1,8.678,8.804,8.501,297241.79,522226.05,588233.53,4.93
2017-02-27,8.66,8.82,8.55,8.54,235137.44,-0.12,-1.38,8.718,8.836,8.415,346151.85,576079.91,576311.73,4.08
2017-02-24,8.66,8.8,8.67,8.57,268797.25,-0.04,-0.46,8.808,8.876,8.341,467622.07,626282.6,567360.2,4.66
2017-02-23,8.71,8.86,8.71,8.62,303668.53,-0.02,-0.23,8.904,8.907,8.257,656279.87,719032.56,556853.7,5.26
2017-02-22,8.88,8.96,8.73,8.7,394142.84,-0.2,-2.24,8.922,8.976,8.165,698797.39,860104.44,543011.74,6.83
2017-02-21,8.79,8.94,8.93,8.65,529013.19,-0.07,-0.78,8.93,8.985,8.068,747210.31,909452.94,524541.73,9.17
